Actual_Profit,Target_Profit,Actual_Revenue,Target_Revenue,Actual_Cost,Target_Cost,Stock Wastage,Total Stock,Area_Code,Trans_Date,MenuID
240,230,634,600,272,260,89,1616,562,01/06/2018,6
-113,-110,96,120,141,170,45,1514,707,01/06/2018,1
357,500,890,1110,356,440,124,2476,805,01/06/2018,2
133,140,301,260,123,100,34,947,661,01/06/2018,8
192,190,532,460,244,200,75,1213,661,01/06/2018,9
67,60,190,160,83,70,27,574,408,01/06/2018,10
120,90,276,180,113,70,31,897,209,01/06/2018,11
98,80,230,150,94,60,26,562,415,01/06/2018,12
32,30,135,90,54,30,17,641,714,01/06/2018,13
-142,-140,169,210,200,250,66,2393,415,01/06/2018,3
31,30,43,40,0,0,0,602,775,01/06/2018,4
18,20,58,50,23,20,6,843,775,01/06/2018,5
15,20,53,50,21,20,5,798,702,01/06/2018,6
0,20,82,100,36,40,13,236,702,01/06/2018,2
37,50,345,300,144,120,131,874,775,01/06/2018,8
166,170,478,420,200,170,66,1095,702,01/06/2018,9
136,130,345,300,141,120,45,764,775,01/06/2018,10
241,190,634,430,272,170,89,1616,775,01/06/2018,11
165,120,521,350,260,170,72,1715,702,01/06/2018,12
-369,-250,37,0,271,170,102,4507,702,01/06/2018,13
8,20,70,80,32,40,9,996,775,01/06/2018,3
11,30,115,110,51,40,19,396,503,01/06/2018,4
24,40,118,110,50,40,16,397,503,01/06/2018,5
83,90,298,280,149,140,41,1245,541,01/06/2018,6
-6,30,107,130,44,50,40,496,541,01/06/2018,1
4,40,112,140,47,50,15,456,971,01/06/2018,2
22,40,69,60,28,20,7,816,971,01/06/2018,8
30,30,99,80,43,30,14,597,503,01/06/2018,9
9,10,44,20,18,10,5,478,503,01/06/2018,11
100,70,278,180,111,70,36,767,503,01/06/2018,12
105,80,282,190,118,70,36,636,503,01/06/2018,13
20,40,93,110,38,40,12,414,541,01/06/2018,3
34,40,110,100,48,40,15,593,206,01/06/2018,4
18,20,133,120,59,50,22,377,425,01/06/2018,5
49,60,177,160,81,70,25,1046,253,01/06/2018,6
66,110,193,240,79,90,25,425,425,01/06/2018,2
79,90,232,200,92,70,30,1102,206,01/06/2018,8
40,50,107,90,43,30,12,822,509,01/06/2018,9
41,30,125,80,47,30,14,371,360,01/06/2018,11
24,20,99,60,40,20,12,443,206,01/06/2018,12
-3,0,128,80,53,30,48,597,360,01/06/2018,13
24,90,264,330,110,130,100,665,206,01/06/2018,3
81,80,291,250,145,120,40,1304,303,01/07/2018,8
-10,0,95,80,39,30,36,517,970,01/07/2018,9
21,20,110,90,47,40,15,420,720,01/07/2018,10
12,20,115,100,51,40,19,419,970,01/07/2018,11
23,20,109,90,50,40,15,1051,720,01/07/2018,12
27,30,94,80,41,30,13,592,303,01/07/2018,13
98,140,230,270,94,100,26,608,303,01/07/2018,5
31,50,131,150,52,60,17,668,303,01/07/2018,6
139,150,312,320,127,130,35,1007,970,01/07/2018,3
111,120,256,260,104,110,29,952,720,01/07/2018,1
71,80,199,200,87,90,28,564,970,01/07/2018,2
111,120,256,220,104,80,29,952,312,01/07/2018,8
72,70,199,170,87,70,28,564,312,01/07/2018,9
139,150,312,270,127,100,35,1007,815,01/07/2018,10
99,90,230,200,94,80,26,608,815,01/07/2018,11
31,30,131,110,52,40,17,668,815,01/07/2018,12
259,340,678,800,291,330,96,1742,224,01/07/2018,5
168,220,532,620,266,300,74,1819,312,01/07/2018,6
150,170,376,390,154,160,49,833,217,01/07/2018,3
208,230,567,590,238,250,78,1190,312,01/07/2018,2
258,240,678,590,291,250,96,1742,319,01/07/2018,8
150,150,376,330,154,130,49,833,319,01/07/2018,9
167,150,532,460,266,220,74,1819,515,01/07/2018,11
197,170,602,520,270,230,102,1834,319,01/07/2018,12
13,20,49,50,20,20,5,808,641,01/07/2018,5
31,40,43,50,0,0,0,559,641,01/07/2018,6
12,20,54,50,23,20,7,605,712,01/07/2018,3
17,30,61,60,25,20,7,854,319,01/07/2018,1
9,20,75,70,34,30,10,1010,712,01/07/2018,2
-1,10,141,120,59,50,53,338,816,01/07/2018,8
-12,0,169,140,120,100,37,1334,417,01/07/2018,9
17,30,103,90,44,30,14,258,636,01/07/2018,11
1,0,89,70,40,30,15,219,816,01/07/2018,12
0,0,82,70,36,30,13,252,816,01/07/2018,13
32,40,87,100,35,40,9,894,573,01/07/2018,5
35,50,96,110,39,40,10,845,314,01/07/2018,6
32,40,132,130,60,60,18,1070,314,01/07/2018,3
31,40,169,170,76,80,28,613,636,01/07/2018,2
9,20,44,30,18,10,5,486,740,01/07/2018,8
16,40,57,50,23,10,6,868,614,01/07/2018,9
104,100,286,250,114,90,37,822,740,01/07/2018,11
128,110,336,290,141,120,43,692,513,01/07/2018,12
81,120,291,340,145,160,40,1304,216,01/07/2018,5
11,30,115,130,51,50,19,419,513,01/07/2018,6
20,40,110,110,47,40,15,420,614,01/07/2018,1
18,30,85,80,34,30,10,432,513,01/07/2018,2
-9,0,95,90,39,40,36,517,330,01/07/2018,3
29,40,104,90,39,30,12,380,920,01/07/2018,8
58,60,144,120,59,50,16,870,262,01/07/2018,9
21,10,90,70,36,30,11,462,920,01/07/2018,11
-6,0,113,90,47,40,42,622,608,01/07/2018,12
56,90,189,220,86,90,26,1081,608,01/07/2018,5
36,60,115,130,50,50,16,587,920,01/07/2018,6
18,20,133,130,59,60,22,403,920,01/07/2018,1
32,60,297,310,124,130,112,717,262,01/07/2018,2
71,80,227,230,97,100,32,575,920,01/07/2018,3
32,50,87,90,35,30,9,894,203,01/07/2018,11
15,20,51,50,20,20,5,814,860,01/07/2018,13
32,40,169,130,76,50,28,613,959,01/07/2018,9
33,40,132,100,60,40,18,1070,959,01/07/2018,10
-5,20,113,110,47,40,42,622,860,01/07/2018,5
16,20,100,90,43,40,14,388,203,01/07/2018,6
75,90,225,210,90,80,29,1148,203,01/07/2018,2
41,50,110,110,45,40,12,885,386,01/07/2018,11
58,70,144,150,59,60,16,870,954,01/07/2018,13
36,30,115,80,50,30,16,587,863,01/07/2018,8
19,30,133,100,59,40,22,403,904,01/07/2018,9
55,50,189,140,86,60,26,1081,904,01/07/2018,10
32,60,297,290,124,110,112,717,386,01/07/2018,5
71,80,227,220,97,90,32,575,863,01/07/2018,6
104,120,286,270,114,100,37,822,904,01/07/2018,2
129,130,336,310,141,130,43,692,727,01/07/2018,3
16,30,57,60,23,20,6,868,413,01/07/2018,11
9,20,44,40,18,10,5,486,339,01/07/2018,13
11,20,115,80,51,30,19,419,978,01/07/2018,9
7,20,111,100,39,30,36,560,978,01/07/2018,5
81,100,291,280,145,130,40,1304,617,01/07/2018,7
564,560,665,630,52,40,17,-1493,508,01/07/2018,2
17,30,61,60,25,20,7,854,603,01/07/2018,11
31,30,43,40,0,0,0,559,603,01/07/2018,13
0,10,82,60,36,20,13,252,603,01/07/2018,9
-1,10,141,130,59,50,53,338,603,01/07/2018,5
0,10,89,80,40,30,15,219,603,01/07/2018,7
49,70,151,140,61,50,19,329,603,01/07/2018,1
43,60,160,150,64,60,21,467,603,01/07/2018,2
138,160,312,330,127,130,35,1007,212,01/07/2018,11
111,120,256,270,104,110,29,952,518,01/07/2018,12
98,120,230,240,94,90,26,608,315,01/07/2018,13
388,310,793,610,270,200,102,1781,516,01/07/2018,9
-164,-110,198,150,260,190,80,3076,716,01/07/2018,10
182,190,546,530,266,250,74,1355,585,01/07/2018,7
-266,-240,77,70,162,150,147,2321,347,01/07/2018,5
370,370,912,860,364,340,127,2654,845,01/07/2018,2
58,90,144,180,59,70,16,870,318,01/07/2018,3
36,50,99,120,40,50,11,843,318,01/07/2018,2
32,40,106,100,46,40,15,587,318,01/07/2018,8
31,40,169,160,76,70,28,613,318,01/07/2018,9
-6,0,113,90,47,40,42,-395,985,01/07/2018,4
30,30,104,80,39,30,12,380,225,01/07/2018,5
21,20,90,70,36,30,11,462,225,01/07/2018,6
-11,10,169,210,120,150,37,1334,505,01/07/2018,3
44,70,160,200,64,80,21,467,505,01/07/2018,2
17,20,61,50,25,20,7,854,505,01/07/2018,8
10,20,75,70,34,30,10,1010,505,01/07/2018,9
1,10,89,70,40,30,15,-258,505,01/07/2018,4
-1,0,141,120,59,50,53,338,505,01/07/2018,5
18,20,103,80,44,30,14,258,505,01/07/2018,6
16,40,57,70,23,20,6,868,405,01/07/2018,3
28,40,94,110,41,50,13,592,580,01/07/2018,2
32,60,297,290,124,110,112,717,405,01/07/2018,9
19,30,133,130,59,50,22,403,405,01/07/2018,8
128,110,336,280,141,120,43,-942,580,01/07/2018,4
9,20,44,30,18,10,5,486,918,01/07/2018,5
103,100,286,240,114,90,37,822,580,01/07/2018,6
71,110,199,240,87,100,28,564,325,01/07/2018,3
206,290,567,700,260,320,80,1319,430,01/07/2018,2
19,30,85,80,34,30,10,432,281,01/07/2018,9
20,30,110,100,47,40,15,420,903,01/07/2018,8
30,40,131,110,52,40,17,-456,281,01/07/2018,4
112,120,256,220,104,80,29,952,210,01/07/2018,5
98,90,230,190,94,80,26,608,832,01/07/2018,6
32,60,132,160,60,70,18,1070,435,01/07/2018,1
16,40,100,120,43,50,14,388,801,01/07/2018,2
48,60,151,130,61,50,19,329,435,01/07/2018,8
44,60,160,140,64,50,21,467,435,01/07/2018,9
-12,-10,169,140,120,100,37,1334,801,01/07/2018,10
0,10,141,90,59,30,53,338,435,01/07/2018,11
17,30,103,70,44,20,14,258,435,01/07/2018,12
1,20,89,60,40,20,15,219,435,01/07/2018,13
31,70,169,210,76,90,28,613,435,01/07/2018,3
36,50,96,90,39,30,10,845,801,01/07/2018,4
32,40,106,100,46,40,15,587,801,01/07/2018,5
31,40,87,80,35,30,9,894,801,01/07/2018,6
-138,-150,87,100,154,190,49,1832,209,01/07/2018,1
370,530,912,1140,364,450,127,2654,707,01/07/2018,2
139,150,312,270,127,100,35,1007,805,01/07/2018,8
205,200,567,490,260,220,80,1319,650,01/07/2018,9
72,70,199,170,87,70,28,564,831,01/07/2018,10
112,100,256,170,104,60,29,952,562,01/07/2018,11
98,80,230,150,94,60,26,608,831,01/07/2018,12
30,20,131,80,52,30,17,668,415,01/07/2018,13
-157,-150,202,250,238,290,78,2797,707,01/07/2018,3
167,170,532,510,266,250,74,1819,818,01/07/2018,4
45,60,387,370,162,150,147,943,562,01/07/2018,5
259,260,678,650,291,270,96,1742,650,01/07/2018,6
-1,20,82,100,36,40,13,252,775,01/07/2018,2
45,70,387,340,162,130,147,943,775,01/07/2018,8
208,200,567,490,238,200,78,1190,775,01/07/2018,9
150,150,376,330,154,130,49,833,775,01/07/2018,10
258,190,678,460,291,190,96,1742,702,01/07/2018,11
168,130,532,360,266,170,74,1819,775,01/07/2018,12
-378,-250,27,0,270,170,102,5230,702,01/07/2018,13
9,30,75,90,34,40,10,1010,775,01/07/2018,3
32,30,43,40,0,0,0,559,702,01/07/2018,4
17,20,61,50,25,20,7,854,775,01/07/2018,5
12,20,49,40,20,10,5,808,702,01/07/2018,6
-10,20,95,110,39,40,36,517,971,01/07/2018,1
0,20,94,110,39,40,12,478,971,01/07/2018,2
24,40,74,60,30,20,8,829,503,01/07/2018,8
27,30,94,80,41,30,13,592,503,01/07/2018,9
9,10,44,20,18,10,5,486,541,01/07/2018,11
104,80,286,190,114,70,37,822,503,01/07/2018,12
129,90,336,220,141,90,43,692,503,01/07/2018,13
18,40,85,100,34,40,10,432,503,01/07/2018,3
12,30,115,110,51,40,19,419,971,01/07/2018,4
20,30,110,100,47,40,15,420,503,01/07/2018,5
81,90,291,270,145,130,40,1304,541,01/07/2018,6
75,80,225,190,90,70,29,1148,425,01/07/2018,8
37,50,99,80,40,30,11,843,509,01/07/2018,9
29,30,104,70,39,20,12,380,509,01/07/2018,11
20,30,90,60,36,20,11,462,509,01/07/2018,12
-5,0,113,70,47,30,42,622,253,01/07/2018,13
75,120,211,260,86,100,27,463,425,01/07/2018,2
31,100,297,370,124,150,112,717,360,01/07/2018,3
36,50,115,110,50,40,16,587,206,01/07/2018,4
18,20,133,120,59,50,22,403,206,01/07/2018,5
56,70,189,180,86,80,26,1081,253,01/07/2018,6
82,80,291,250,145,120,40,1292,303,01/08/2018,8
-10,0,89,70,37,30,33,513,970,01/08/2018,9
20,30,108,90,46,30,15,415,303,01/08/2018,10
9,10,109,90,49,40,18,414,720,01/08/2018,11
16,20,91,80,41,30,12,1046,970,01/08/2018,12
53,50,155,130,68,50,22,587,719,01/08/2018,13
105,130,245,280,100,110,28,598,720,01/08/2018,5
30,50,131,150,52,60,17,662,719,01/08/2018,6
144,160,323,330,132,130,36,994,719,01/08/2018,3
133,140,301,310,123,130,34,941,720,01/08/2018,1
39,50,120,120,52,50,17,554,719,01/08/2018,2
132,140,301,260,123,100,34,941,630,01/08/2018,8
39,40,120,100,52,40,17,554,847,01/08/2018,9
143,140,323,280,132,110,36,994,309,01/08/2018,10
105,100,245,210,100,80,28,598,217,01/08/2018,11
30,30,131,110,52,40,17,662,618,01/08/2018,12
262,340,687,810,295,340,97,1714,630,01/08/2018,5
167,220,532,620,266,300,74,1797,847,01/08/2018,6
150,170,376,390,154,160,49,817,630,01/08/2018,3
163,190,467,490,196,200,64,1167,847,01/08/2018,2
262,250,687,600,295,250,97,1714,712,01/08/2018,8
151,150,376,330,154,130,49,817,712,01/08/2018,9
167,150,532,460,266,220,74,1797,515,01/08/2018,11
207,180,632,550,284,240,107,1809,515,01/08/2018,12
18,30,58,60,23,20,6,806,712,01/08/2018,5
31,40,43,50,0,0,0,516,515,01/08/2018,6
15,20,90,90,41,40,12,1007,563,01/08/2018,2
1,10,32,30,14,10,4,602,641,01/08/2018,3
19,30,63,60,25,20,7,851,641,01/08/2018,1
2,20,151,130,63,50,57,332,314,01/08/2018,8
-41,-20,139,120,120,100,37,1439,573,01/08/2018,9
19,30,105,90,45,30,14,253,816,01/08/2018,11
-9,-10,65,50,29,20,11,215,660,01/08/2018,12
1,0,86,70,38,30,14,248,417,01/08/2018,13
29,40,83,90,34,30,9,890,314,01/08/2018,5
28,50,80,90,32,30,8,841,417,01/08/2018,6
27,40,160,160,72,70,27,606,417,01/08/2018,2
24,30,110,110,50,50,15,1064,816,01/08/2018,3
9,20,41,30,16,10,4,484,567,01/08/2018,8
16,30,55,40,22,10,6,865,330,01/08/2018,9
103,100,286,250,114,90,37,810,234,01/08/2018,11
103,100,277,240,116,90,35,678,330,01/08/2018,12
81,120,291,340,145,160,40,1292,513,01/08/2018,5
8,20,109,120,49,50,18,414,937,01/08/2018,6
19,40,108,110,46,40,15,415,234,01/08/2018,1
19,30,85,80,34,30,10,428,234,01/08/2018,2
-11,10,89,90,37,30,33,513,614,01/08/2018,3
41,50,126,110,47,40,14,366,715,01/08/2018,8
63,70,154,130,63,50,17,864,262,01/08/2018,9
20,10,90,70,36,30,11,458,920,01/08/2018,11
-7,10,105,90,44,30,39,617,715,01/08/2018,12
70,100,226,260,103,110,31,1073,920,01/08/2018,5
18,30,69,80,30,30,9,581,262,01/08/2018,6
21,30,140,140,63,60,23,397,715,01/08/2018,1
35,60,317,330,133,140,120,705,608,01/08/2018,2
73,90,231,240,99,100,32,565,414,01/08/2018,3
28,40,83,80,34,30,9,890,203,01/08/2018,11
12,20,47,50,19,20,5,811,959,01/08/2018,13
28,30,160,120,72,50,27,606,860,01/08/2018,9
24,30,110,80,50,30,15,1064,959,01/08/2018,10
-8,10,105,100,44,40,39,617,860,01/08/2018,5
16,20,98,90,42,40,13,384,203,01/08/2018,6
75,90,225,210,90,80,29,1139,475,01/08/2018,2
44,60,114,120,46,40,12,880,941,01/08/2018,11
63,80,154,160,63,60,17,864,904,01/08/2018,13
18,20,69,50,30,20,9,581,813,01/08/2018,8
20,30,140,100,63,40,23,397,305,01/08/2018,9
70,70,226,170,103,70,31,1073,305,01/08/2018,10
35,60,317,310,133,120,120,705,941,01/08/2018,5
73,80,231,220,99,90,32,565,850,01/08/2018,6
104,120,286,270,114,100,37,810,850,01/08/2018,2
102,100,277,260,116,110,35,678,321,01/08/2018,3
16,20,55,50,22,20,6,865,508,01/08/2018,11
9,20,41,40,16,10,4,484,508,01/08/2018,13
9,20,109,80,49,30,18,414,339,01/08/2018,9
6,20,105,100,37,30,33,540,339,01/08/2018,5
82,100,291,280,145,130,40,1292,413,01/08/2018,7
563,560,664,630,52,40,17,-2033,508,01/08/2018,2
20,30,63,60,25,20,7,851,603,01/08/2018,11
31,30,43,40,0,0,0,516,603,01/08/2018,13
1,10,86,60,38,20,14,248,603,01/08/2018,9
1,10,151,140,63,60,57,332,603,01/08/2018,5
-9,0,65,60,29,20,11,215,603,01/08/2018,7
48,70,151,140,61,50,19,322,603,01/08/2018,1
44,60,160,150,64,60,21,460,603,01/08/2018,2
144,170,323,340,132,130,36,994,631,01/08/2018,11
133,150,301,320,123,130,34,941,914,01/08/2018,12
105,130,245,260,100,100,28,598,646,01/08/2018,13
229,180,653,500,284,210,107,1565,646,01/08/2018,9
-304,-230,124,90,311,230,96,3422,718,01/08/2018,10
179,190,543,530,266,250,74,1319,646,01/08/2018,7
-284,-260,78,70,173,160,156,2615,518,01/08/2018,5
368,370,910,860,364,340,127,2617,845,01/08/2018,2
63,100,154,190,63,70,17,864,504,01/08/2018,3
46,60,118,140,48,60,13,839,504,01/08/2018,2
61,70,176,170,77,70,25,581,504,01/08/2018,8
28,40,160,150,72,60,27,606,985,01/08/2018,9
-7,10,105,90,44,30,39,-508,985,01/08/2018,4
41,40,126,100,47,40,14,366,337,01/08/2018,5
21,20,90,70,36,30,11,458,504,01/08/2018,6
-42,-30,139,170,120,150,37,1439,505,01/08/2018,3
44,70,160,200,64,80,21,460,505,01/08/2018,2
19,30,63,60,25,20,7,851,505,01/08/2018,8
15,20,90,80,41,30,12,1007,505,01/08/2018,9
-8,0,65,50,29,20,11,-347,505,01/08/2018,4
2,0,151,120,63,50,57,332,505,01/08/2018,5
18,30,105,90,45,30,14,253,505,01/08/2018,6
16,30,55,60,22,20,6,865,405,01/08/2018,3
53,80,155,190,68,80,22,587,405,01/08/2018,2
34,60,317,310,133,120,120,705,580,01/08/2018,9
20,20,140,130,63,60,23,397,580,01/08/2018,8
102,100,277,230,116,90,35,-1278,918,01/08/2018,4
10,20,41,30,16,10,4,484,918,01/08/2018,5
103,100,286,240,114,90,37,810,405,01/08/2018,6
39,70,120,150,52,60,17,554,682,01/08/2018,3
250,340,678,840,311,390,96,1296,979,01/08/2018,2
19,30,85,80,34,30,10,428,281,01/08/2018,9
19,30,108,100,46,40,15,415,430,01/08/2018,8
30,40,131,110,52,40,17,-587,430,01/08/2018,4
133,120,301,250,123,100,34,941,682,01/08/2018,5
105,110,245,210,100,80,28,598,512,01/08/2018,6
24,40,110,130,50,60,15,1064,801,01/08/2018,1
15,40,98,120,42,50,13,384,435,01/08/2018,2
49,60,151,130,61,50,19,322,801,01/08/2018,8
44,60,160,140,64,50,21,460,435,01/08/2018,9
-41,-30,139,120,120,100,37,1439,801,01/08/2018,10
2,10,151,100,63,40,57,332,801,01/08/2018,11
19,30,105,70,45,20,14,253,435,01/08/2018,12
-9,10,65,40,29,10,11,215,435,01/08/2018,13
27,60,160,200,72,90,27,606,435,01/08/2018,3
28,30,80,70,32,30,8,841,801,01/08/2018,4
62,60,176,160,77,70,25,581,801,01/08/2018,5
28,30,83,70,34,30,9,890,435,01/08/2018,6
-139,-150,87,100,154,190,49,2105,562,01/08/2018,1
368,520,910,1130,364,450,127,2617,650,01/08/2018,2
143,140,323,280,132,110,36,994,831,01/08/2018,8
249,240,678,590,311,260,96,1296,916,01/08/2018,9
38,40,120,100,52,40,17,554,310,01/08/2018,10
133,100,301,200,123,80,34,941,760,01/08/2018,11
105,90,245,160,100,60,28,598,310,01/08/2018,12
30,20,131,80,52,30,17,662,818,01/08/2018,13
-137,-140,166,200,196,240,64,3139,626,01/08/2018,3
167,170,532,510,266,250,74,1797,916,01/08/2018,4
50,60,412,390,173,160,156,927,530,01/08/2018,5
262,250,687,650,295,280,97,1714,707,01/08/2018,6
1,20,86,100,38,40,14,248,702,01/08/2018,2
49,70,412,360,173,140,156,927,775,01/08/2018,8
163,170,467,410,196,160,64,1167,775,01/08/2018,9
150,150,376,330,154,130,49,817,702,01/08/2018,10
262,190,687,460,295,190,97,1714,702,01/08/2018,11
167,130,532,360,266,170,74,1797,775,01/08/2018,12
-404,-260,21,0,284,180,107,5807,775,01/08/2018,13
16,30,90,110,41,50,12,1007,702,01/08/2018,3
32,30,43,40,0,0,0,516,702,01/08/2018,4
19,30,63,60,25,20,7,851,775,01/08/2018,5
17,20,58,50,23,20,6,806,702,01/08/2018,6
-11,20,89,110,37,40,33,513,541,01/08/2018,1
8,40,114,140,47,50,15,474,971,01/08/2018,2
19,30,62,50,25,20,7,826,971,01/08/2018,8
53,60,155,130,68,50,22,587,541,01/08/2018,9
9,10,41,20,16,10,4,484,503,01/08/2018,11
104,80,286,190,114,70,37,810,971,01/08/2018,12
102,70,277,180,116,70,35,678,541,01/08/2018,13
19,40,85,100,34,40,10,428,541,01/08/2018,3
9,20,109,100,49,40,18,414,971,01/08/2018,4
19,30,108,100,46,40,15,415,503,01/08/2018,5
81,90,291,270,145,130,40,1292,503,01/08/2018,6
75,80,225,190,90,70,29,1139,360,01/08/2018,8
45,50,118,100,48,40,13,839,253,01/08/2018,9
42,30,126,80,47,30,14,366,253,01/08/2018,11
20,30,90,60,36,20,11,458,206,01/08/2018,12
-8,10,105,70,44,20,39,617,206,01/08/2018,13
76,120,211,260,86,100,27,454,509,01/08/2018,2
34,100,317,390,133,160,120,705,206,01/08/2018,3
17,30,69,60,30,20,9,581,206,01/08/2018,4
20,20,140,130,63,60,23,397,425,01/08/2018,5
71,90,226,210,103,90,31,1073,206,01/08/2018,6
87,90,310,270,155,130,43,1280,970,01/09/2018,8
-2,20,126,110,52,40,47,509,970,01/09/2018,9
27,40,125,110,53,40,17,410,720,01/09/2018,10
7,10,102,80,45,30,17,409,970,01/09/2018,11
25,20,113,90,51,40,15,1042,720,01/09/2018,12
47,50,140,120,61,50,20,579,970,01/09/2018,13
84,110,199,230,81,90,22,588,303,01/09/2018,5
39,60,150,170,60,60,19,656,303,01/09/2018,6
134,140,302,310,123,130,34,928,970,01/09/2018,1
42,50,132,130,58,60,19,548,970,01/09/2018,2
106,120,245,250,100,100,28,981,970,01/09/2018,3
133,140,302,260,123,100,34,928,708,01/09/2018,8
43,50,132,110,58,40,19,548,630,01/09/2018,9
106,110,245,210,100,80,28,981,773,01/09/2018,10
84,80,199,170,81,60,22,588,815,01/09/2018,11
40,40,150,130,60,50,19,656,773,01/09/2018,12
220,280,589,690,253,290,83,1686,618,01/09/2018,5
155,210,498,580,249,280,69,1775,312,01/09/2018,6
129,140,387,400,162,170,53,1148,309,01/09/2018,2
115,140,298,310,122,120,39,801,708,01/09/2018,3
220,210,589,510,253,210,83,1686,712,01/09/2018,8
115,120,298,260,122,100,39,801,563,01/09/2018,9
155,140,498,430,249,210,69,1775,641,01/09/2018,11
223,210,672,590,302,250,114,1783,712,01/09/2018,12
18,30,58,60,23,20,6,803,515,01/09/2018,5
32,40,43,50,0,0,0,473,319,01/09/2018,6
13,20,48,50,19,20,5,848,319,01/09/2018,1
7,20,72,70,33,30,10,1003,319,01/09/2018,2
3,10,35,30,15,10,4,600,563,01/09/2018,3
-7,10,106,90,44,30,40,325,636,01/09/2018,8
-44,-10,115,100,104,80,32,1574,660,01/09/2018,9
13,20,91,80,39,30,12,248,314,01/09/2018,11
-12,-10,54,40,24,20,9,212,314,01/09/2018,12
2,10,91,80,40,30,15,244,573,01/09/2018,13
41,50,108,120,44,50,12,886,816,01/09/2018,5
27,50,79,90,32,30,8,837,417,01/09/2018,6
25,30,150,150,67,70,25,599,314,01/09/2018,2
34,50,136,140,62,60,19,1059,314,01/09/2018,3
14,30,50,40,20,10,5,482,937,01/09/2018,8
23,40,72,60,29,20,8,862,419,01/09/2018,9
87,70,249,210,99,80,32,798,440,01/09/2018,11
81,80,230,200,96,80,29,666,513,01/09/2018,12
87,130,310,360,155,170,43,1280,513,01/09/2018,5
6,30,102,120,45,50,17,409,567,01/09/2018,6
28,50,125,130,53,50,17,410,614,01/09/2018,1
29,40,107,110,43,40,13,424,419,01/09/2018,2
-3,20,126,130,52,50,47,509,234,01/09/2018,3
53,70,151,130,57,40,17,349,920,01/09/2018,8
50,60,126,110,51,40,14,857,608,01/09/2018,9
31,30,113,90,46,30,14,454,920,01/09/2018,11
2,10,149,130,62,50,56,612,715,01/09/2018,12
53,80,182,210,83,90,25,1063,414,01/09/2018,5
21,30,76,80,33,30,10,577,608,01/09/2018,6
23,30,149,150,67,70,25,391,414,01/09/2018,1
16,40,223,230,93,90,84,692,414,01/09/2018,2
58,70,199,200,85,90,28,555,262,01/09/2018,3
41,50,108,110,44,40,12,886,203,01/09/2018,11
17,30,57,60,23,20,6,809,860,01/09/2018,13
24,20,150,110,67,50,25,599,959,01/09/2018,9
33,40,136,100,62,40,19,1059,475,01/09/2018,10
2,20,149,140,62,50,56,612,959,01/09/2018,5
23,40,113,110,48,40,15,380,860,01/09/2018,6
91,110,258,240,103,90,33,1130,860,01/09/2018,2
32,50,87,90,35,30,9,875,754,01/09/2018,11
49,60,126,130,51,50,14,857,904,01/09/2018,13
21,20,76,50,33,20,10,577,561,01/09/2018,8
24,20,149,110,67,50,25,391,305,01/09/2018,9
53,50,182,140,83,60,25,1063,407,01/09/2018,10
58,70,199,190,85,80,28,555,863,01/09/2018,6
17,40,223,210,93,80,84,692,863,01/09/2018,5
86,100,249,230,99,90,32,798,386,01/09/2018,2
81,80,230,210,96,90,29,666,954,01/09/2018,3
23,30,72,70,29,30,8,862,339,01/09/2018,11
13,20,50,50,20,20,5,482,617,01/09/2018,13
6,10,102,70,45,30,17,409,857,01/09/2018,9
87,100,310,300,155,140,43,1280,781,01/09/2018,7
-31,-10,98,90,52,40,47,520,508,01/09/2018,5
465,460,576,540,60,50,19,-2572,413,01/09/2018,2
12,20,48,50,19,20,5,848,603,01/09/2018,11
31,30,43,40,0,0,0,473,603,01/09/2018,13
2,10,91,70,40,30,15,244,603,01/09/2018,9
-12,0,54,50,24,20,9,212,603,01/09/2018,7
-7,10,106,100,44,40,40,325,603,01/09/2018,5
33,50,120,110,49,40,15,315,603,01/09/2018,1
34,50,139,130,55,50,18,453,603,01/09/2018,2
106,130,245,260,100,100,28,981,347,01/09/2018,11
133,150,302,320,123,130,34,928,518,01/09/2018,12
84,100,199,210,81,80,22,588,646,01/09/2018,13
92,90,541,420,302,220,114,1518,917,01/09/2018,9
-238,-180,112,80,251,190,77,3948,212,01/09/2018,10
224,240,567,550,249,230,69,1286,716,01/09/2018,7
-197,-180,68,60,121,110,110,2932,585,01/09/2018,5
312,320,790,750,316,300,110,2580,917,01/09/2018,2
50,70,126,150,51,60,14,857,504,01/09/2018,3
46,60,119,140,48,60,13,834,318,01/09/2018,2
55,60,159,150,69,60,22,572,318,01/09/2018,8
25,30,150,140,67,60,25,599,225,01/09/2018,9
2,0,149,120,62,50,56,-613,318,01/09/2018,4
53,60,151,120,57,40,17,349,985,01/09/2018,5
31,40,113,90,46,30,14,454,985,01/09/2018,6
-44,-40,115,140,104,130,32,1574,505,01/09/2018,3
34,70,139,170,55,60,18,453,505,01/09/2018,2
13,20,48,40,19,10,5,848,505,01/09/2018,8
8,20,72,70,33,30,10,1003,505,01/09/2018,9
-12,0,54,40,24,20,9,-412,505,01/09/2018,4
-8,10,106,90,44,30,40,325,505,01/09/2018,5
13,10,91,70,39,30,12,248,505,01/09/2018,6
23,50,72,90,29,30,8,862,580,01/09/2018,3
47,80,140,170,61,70,20,579,580,01/09/2018,2
24,30,149,140,67,60,25,391,580,01/09/2018,8
16,40,223,210,93,80,84,692,580,01/09/2018,9
